,ScD,AcD,ScA,AcA,1,2,3,4
2021-10-29,17:40,17:40,19:45,20:04,1740,1740,1945,2004
2021-11-01,17:40,17:40,19:45,19:46,1740,1740,1945,1946
2021-11-02,17:40,17:40,19:45,19:51,1740,1740,1945,1951
2021-11-03,17:40,17:40,19:45,19:45,1740,1740,1945,1945
2021-11-04,17:40,17:39,19:45,19:46,1740,1739,1945,1946
2021-11-05,17:40,17:39,19:45,19:48,1740,1739,1945,1948
2021-11-08,17:40,17:39,19:45,19:45,1740,1739,1945,1945
2021-11-09,17:40,17:40,19:45,19:51,1740,1740,1945,1951
2021-11-10,17:40,17:39,19:45,19:55,1740,1739,1945,1955
2021-11-11,17:40,17:40,19:45,19:51,1740,1740,1945,1951
2021-11-12,17:40,17:40,19:45,19:50,1740,1740,1945,1950
2021-11-15,17:40,17:39,19:45,19:46,1740,1739,1945,1946
2021-11-16,17:40,17:39,19:45,19:50,1740,1739,1945,1950
2021-11-17,17:40,17:39,19:45,19:49,1740,1739,1945,1949
2021-11-18,17:40,17:39,19:45,19:50,1740,1739,1945,1950
2021-11-19,17:40,17:40,19:45,19:45,1740,1740,1945,1945
2021-11-22,17:40,17:39,19:45,19:51,1740,1739,1945,1951
2021-11-23,17:40,17:39,19:45,19:49,1740,1739,1945,1949
2021-11-24,17:40,17:41,19:45,19:46,1740,1741,1945,1946
2021-11-25,17:40,17:39,19:45,19:53,1740,1739,1945,1953
2021-11-26,17:40,17:40,19:45,20:01,1740,1740,1945,2001
2021-11-29,17:40,17:39,19:45,19:48,1740,1739,1945,1948
2021-11-30,17:40,17:45,19:45,21:24,1740,1745,1945,2124
2021-12-01,17:40,17:40,19:45,20:01,1740,1740,1945,2001
2021-12-02,17:40,17:39,19:45,20:03,1740,1739,1945,2003
2021-12-03,17:40,17:39,19:45,19:50,1740,1739,1945,1950
2021-12-06,17:40,17:40,19:45,19:52,1740,1740,1945,1952
2021-12-07,17:40,17:39,19:45,19:50,1740,1739,1945,1950
2021-12-08,17:40,17:39,19:45,19:48,1740,1739,1945,1948
2021-12-09,17:40,17:39,19:45,20:01,1740,1739,1945,2001
2021-12-10,17:40,17:40,19:45,20:09,1740,1740,1945,2009
2021-12-13,17:40,17:40,19:45,19:56,1740,1740,1945,1956
2021-12-14,17:40,17:40,19:45,20:00,1740,1740,1945,2000
2021-12-15,17:40,17:40,19:45,19:47,1740,1740,1945,1947
2021-12-16,17:40,17:42,19:45,19:46,1740,1742,1945,1946
2021-12-17,17:40,17:40,19:45,19:53,1740,1740,1945,1953
2021-12-20,17:40,17:39,19:45,19:52,1740,1739,1945,1952
2021-12-21,17:40,17:39,19:45,19:45,1740,1739,1945,1945
2021-12-22,17:40,17:40,19:45,19:59,1740,1740,1945,1959
2021-12-24,17:40,17:40,19:45,19:49,1740,1740,1945,1949
2021-12-28,17:40,17:41,19:45,19:53,1740,1741,1945,1953
2021-12-29,17:40,17:39,19:45,19:46,1740,1739,1945,1946
2021-12-30,17:40,17:42,19:45,19:45,1740,1742,1945,1945
2021-12-31,17:40,17:40,19:45,19:44,1740,1740,1945,1944
2022-01-13,17:40,17:40,19:45,19:49,1740,1740,1945,1949
2022-01-14,17:40,17:39,19:45,19:47,1740,1739,1945,1947
2022-04-01,17:40,17:41,19:45,21:03,1740,1741,1945,2103
2022-04-08,17:40,17:40,19:45,19:48,1740,1740,1945,1948
2022-04-19,17:40,17:41,19:45,19:46,1740,1741,1945,1946
2022-04-22,17:40,17:39,19:45,19:52,1740,1739,1945,1952
2022-04-29,17:40,17:40,19:45,19:46,1740,1740,1945,1946
2022-01-04,17:49,17:48,20:33,20:29,1749,1748,2033,2029
2022-01-05,17:49,17:56,20:33,20:32,1749,1756,2033,2032
2022-01-06,17:49,17:48,20:33,20:31,1749,1748,2033,2031
2022-01-07,17:49,17:48,20:33,20:31,1749,1748,2033,2031
2022-01-10,17:49,17:49,20:33,20:32,1749,1749,2033,2032
2022-01-11,17:49,17:48,20:33,20:34,1749,1748,2033,2034
2022-01-12,17:49,17:48,20:33,20:32,1749,1748,2033,2032
2021-12-13,18:00,17:59,20:05,20:06,1800,1759,2005,2006
2021-12-15,18:00,18:01,20:05,20:08,1800,1801,2005,2008
2021-12-16,18:00,18:00,20:05,20:10,1800,1800,2005,2010
2021-12-17,18:00,18:01,20:05,20:07,1800,1801,2005,2007
2021-12-20,18:00,17:59,20:05,20:11,1800,1759,2005,2011
2021-12-21,18:00,18:02,20:05,20:06,1800,1802,2005,2006
2021-12-22,18:00,18:00,20:05,20:07,1800,1800,2005,2007
2021-12-23,18:00,17:59,20:05,20:06,1800,1759,2005,2006
2021-12-24,18:00,17:59,20:05,20:03,1800,1759,2005,2003
2021-12-28,18:00,17:59,20:05,20:17,1800,1759,2005,2017
2021-12-29,18:00,17:59,20:05,20:07,1800,1759,2005,2007
2021-12-30,18:00,17:59,20:05,20:04,1800,1759,2005,2004
2022-01-13,18:00,18:01,20:05,20:10,1800,1801,2005,2010
2022-01-14,18:00,18:00,20:05,20:06,1800,1800,2005,2006
2022-04-01,18:00,18:01,20:05,21:30,1800,1801,2005,2130
2022-04-08,18:00,18:00,20:05,20:15,1800,1800,2005,2015
2022-04-14,18:00,18:00,20:05,20:06,1800,1800,2005,2006
2022-04-19,18:00,17:59,20:05,20:07,1800,1759,2005,2007
2022-04-22,18:00,17:59,20:05,20:11,1800,1759,2005,2011
2022-04-29,18:00,18:26,20:05,20:35,1800,1826,2005,2035
2021-12-27,18:18,18:18,20:27,20:29,1818,1818,2027,2029
2022-01-17,18:19,18:19,20:35,20:31,1819,1819,2035,2031
2022-01-18,18:19,18:18,20:35,20:35,1819,1818,2035,2035
2022-01-19,18:19,18:18,20:35,20:32,1819,1818,2035,2032
2022-01-20,18:19,18:18,20:35,20:39,1819,1818,2035,2039
2022-01-21,18:19,18:18,20:35,20:36,1819,1818,2035,2036
2022-01-24,18:19,18:19,20:35,20:59,1819,1819,2035,2059
2022-01-25,18:19,18:21,20:35,20:32,1819,1821,2035,2032
2022-01-26,18:19,18:18,20:35,20:30,1819,1818,2035,2030
2022-01-27,18:19,18:19,20:35,20:29,1819,1819,2035,2029
2022-01-28,18:19,18:28,20:35,20:37,1819,1828,2035,2037
2022-01-31,18:19,18:18,20:35,20:36,1819,1818,2035,2036
2022-02-02,18:19,18:19,20:35,20:33,1819,1819,2035,2033
2022-02-03,18:19,18:19,20:35,20:37,1819,1819,2035,2037
2022-02-04,18:19,18:19,20:35,20:38,1819,1819,2035,2038
2022-02-07,18:19,18:18,20:35,20:39,1819,1818,2035,2039
2022-02-08,18:19,18:19,20:35,20:34,1819,1819,2035,2034
2022-02-09,18:19,18:19,20:35,20:34,1819,1819,2035,2034
2022-02-10,18:19,18:18,20:35,20:32,1819,1818,2035,2032
2022-02-11,18:19,18:19,20:35,20:43,1819,1819,2035,2043
2022-02-14,18:19,18:18,20:35,20:31,1819,1818,2035,2031
2022-02-15,18:19,18:19,20:35,20:36,1819,1819,2035,2036
2022-02-16,18:19,18:18,20:35,20:35,1819,1818,2035,2035
2022-02-21,18:19,18:18,20:35,20:34,1819,1818,2035,2034
2022-02-22,18:19,18:18,20:35,20:35,1819,1818,2035,2035
2022-02-23,18:19,18:18,20:35,20:34,1819,1818,2035,2034
2022-02-24,18:19,18:19,20:35,20:36,1819,1819,2035,2036
2022-02-25,18:19,18:21,20:35,20:39,1819,1821,2035,2039
2021-09-01,18:20,18:19,20:27,20:29,1820,1819,2027,2029
2021-09-02,18:20,18:30,20:27,20:45,1820,1830,2027,2045
2021-09-03,18:20,18:22,20:27,20:32,1820,1822,2027,2032
2021-09-06,18:20,18:19,20:27,20:32,1820,1819,2027,2032
2021-09-07,18:20,18:21,20:27,20:45,1820,1821,2027,2045
2021-09-08,18:20,18:20,20:27,20:36,1820,1820,2027,2036
2021-09-09,18:20,18:19,20:27,20:34,1820,1819,2027,2034
2021-09-10,18:20,18:24,20:27,20:37,1820,1824,2027,2037
2021-09-13,18:20,18:19,20:27,20:27,1820,1819,2027,2027
2021-09-14,18:20,18:20,20:27,20:31,1820,1820,2027,2031
2021-09-15,18:20,18:20,20:27,20:33,1820,1820,2027,2033
2021-09-16,18:20,18:19,20:27,20:28,1820,1819,2027,2028
2021-09-17,18:20,18:20,20:27,20:27,1820,1820,2027,2027
2021-09-20,18:20,18:32,20:27,20:52,1820,1832,2027,2052
2021-09-21,18:20,18:20,20:27,20:39,1820,1820,2027,2039
2021-09-22,18:20,18:19,20:27,20:33,1820,1819,2027,2033
2021-09-23,18:20,18:20,20:27,20:29,1820,1820,2027,2029
2021-09-24,18:20,18:19,20:27,20:35,1820,1819,2027,2035
2021-09-27,18:20,18:19,20:27,20:36,1820,1819,2027,2036
2021-09-28,18:20,18:19,20:27,20:27,1820,1819,2027,2027
2021-09-29,18:20,18:20,20:27,20:28,1820,1820,2027,2028
2021-09-30,18:20,18:19,20:27,20:31,1820,1819,2027,2031
2021-10-01,18:20,18:19,20:27,20:38,1820,1819,2027,2038
2021-10-04,18:20,18:19,20:27,20:27,1820,1819,2027,2027
2021-10-05,18:20,18:20,20:27,20:43,1820,1820,2027,2043
2021-10-06,18:20,18:19,20:27,20:34,1820,1819,2027,2034
2021-10-07,18:20,18:20,20:27,20:32,1820,1820,2027,2032
2021-10-08,18:20,18:20,20:27,20:28,1820,1820,2027,2028
2021-10-11,18:20,18:20,20:27,20:32,1820,1820,2027,2032
2021-10-12,18:20,18:20,20:27,20:34,1820,1820,2027,2034
2021-10-13,18:20,18:20,20:27,20:32,1820,1820,2027,2032
2021-10-14,18:20,18:20,20:27,20:28,1820,1820,2027,2028
2021-10-15,18:20,18:20,20:27,20:31,1820,1820,2027,2031
2021-10-18,18:20,18:19,20:27,20:29,1820,1819,2027,2029
2021-10-19,18:20,18:19,20:27,20:34,1820,1819,2027,2034
2021-10-20,18:20,18:20,20:27,20:40,1820,1820,2027,2040
2021-10-21,18:20,18:19,20:27,20:37,1820,1819,2027,2037
2021-10-22,18:20,18:20,20:27,20:42,1820,1820,2027,2042
2021-10-25,18:20,18:19,20:27,20:32,1820,1819,2027,2032
2021-10-26,18:20,18:19,20:27,20:32,1820,1819,2027,2032
2021-10-27,18:20,18:19,20:27,20:38,1820,1819,2027,2038
2021-10-28,18:20,18:19,20:27,21:13,1820,1819,2027,2113
2021-10-29,18:20,18:20,20:27,20:53,1820,1820,2027,2053
2021-11-01,18:20,18:20,20:27,20:34,1820,1820,2027,2034
2021-11-02,18:20,18:19,20:27,20:34,1820,1819,2027,2034
2021-11-03,18:20,18:20,20:27,20:37,1820,1820,2027,2037
2021-11-04,18:20,18:20,20:27,20:32,1820,1820,2027,2032
2021-11-05,18:20,18:20,20:27,20:36,1820,1820,2027,2036
2021-11-08,18:20,18:19,20:27,20:32,1820,1819,2027,2032
2021-11-09,18:20,18:19,20:27,20:27,1820,1819,2027,2027
2021-11-10,18:20,18:21,20:27,20:28,1820,1821,2027,2028
2021-11-11,18:20,18:20,20:27,20:30,1820,1820,2027,2030
2021-11-12,18:20,18:20,20:27,20:34,1820,1820,2027,2034
2021-11-15,18:20,18:20,20:27,20:30,1820,1820,2027,2030
2021-11-16,18:20,18:19,20:27,20:33,1820,1819,2027,2033
2021-11-17,18:20,18:20,20:27,20:28,1820,1820,2027,2028
2021-11-18,18:20,18:20,20:27,20:38,1820,1820,2027,2038
2021-11-19,18:20,18:21,20:27,20:35,1820,1821,2027,2035
2021-11-22,18:20,18:19,20:27,20:29,1820,1819,2027,2029
2021-11-23,18:20,18:19,20:27,20:36,1820,1819,2027,2036
2021-11-24,18:20,18:20,20:27,20:33,1820,1820,2027,2033
2021-11-25,18:20,18:19,20:27,20:32,1820,1819,2027,2032
2021-11-26,18:20,18:23,20:27,20:40,1820,1823,2027,2040
2021-11-29,18:20,18:20,20:27,20:45,1820,1820,2027,2045
2021-11-30,18:20,18:20,20:27,21:48,1820,1820,2027,2148
2021-12-01,18:20,18:19,20:27,20:39,1820,1819,2027,2039
2021-12-02,18:20,18:19,20:27,20:34,1820,1819,2027,2034
2021-12-03,18:20,18:19,20:27,20:30,1820,1819,2027,2030
2021-12-06,18:20,18:29,20:27,20:40,1820,1829,2027,2040
2021-12-07,18:20,18:19,20:27,20:29,1820,1819,2027,2029
2021-12-08,18:20,18:20,20:27,20:37,1820,1820,2027,2037
2021-12-09,18:20,18:19,20:27,20:41,1820,1819,2027,2041
2021-12-10,18:20,18:20,20:27,20:36,1820,1820,2027,2036
2021-12-13,18:20,18:23,20:27,20:27,1820,1823,2027,2027
2021-12-14,18:20,18:19,20:27,20:37,1820,1819,2027,2037
2021-12-15,18:20,18:20,20:27,20:29,1820,1820,2027,2029
2021-12-16,18:20,18:21,20:27,20:38,1820,1821,2027,2038
2021-12-17,18:20,18:19,20:27,20:30,1820,1819,2027,2030
2021-12-20,18:20,18:19,20:27,20:28,1820,1819,2027,2028
2021-12-21,18:20,18:20,20:27,20:40,1820,1820,2027,2040
2021-12-22,18:20,18:20,20:27,20:30,1820,1820,2027,2030
2021-12-23,18:20,18:22,20:27,20:31,1820,1822,2027,2031
2021-12-24,18:20,18:19,20:27,20:28,1820,1819,2027,2028
2021-12-28,18:20,18:19,20:27,20:30,1820,1819,2027,2030
2021-12-29,18:20,18:19,20:27,20:31,1820,1819,2027,2031
2021-12-30,18:20,18:19,20:27,20:28,1820,1819,2027,2028
2021-12-31,18:20,18:19,20:27,20:29,1820,1819,2027,2029
2022-01-13,18:20,18:19,20:27,20:27,1820,1819,2027,2027
2022-01-14,18:20,18:19,20:27,20:26,1820,1819,2027,2026
2022-02-28,18:20,18:19,20:27,20:37,1820,1819,2027,2037
2022-03-01,18:20,18:19,20:27,20:28,1820,1819,2027,2028
2022-03-02,18:20,18:20,20:27,20:33,1820,1820,2027,2033
2022-03-03,18:20,18:19,20:27,20:37,1820,1819,2027,2037
2022-03-04,18:20,18:20,20:27,20:32,1820,1820,2027,2032
2022-03-07,18:20,18:19,20:27,20:35,1820,1819,2027,2035
2022-03-08,18:20,18:19,20:27,20:36,1820,1819,2027,2036
2022-03-09,18:20,18:20,20:27,20:28,1820,1820,2027,2028
2022-03-10,18:20,18:20,20:27,20:32,1820,1820,2027,2032
2022-03-11,18:20,18:19,20:27,20:37,1820,1819,2027,2037
2022-03-14,18:20,18:19,20:27,20:35,1820,1819,2027,2035
2022-03-15,18:20,18:19,20:27,20:29,1820,1819,2027,2029
2022-03-16,18:20,18:19,20:27,20:31,1820,1819,2027,2031
2022-03-17,18:20,18:19,20:27,20:36,1820,1819,2027,2036
2022-03-18,18:20,18:22,20:27,20:35,1820,1822,2027,2035
2022-03-21,18:20,18:20,20:27,20:30,1820,1820,2027,2030
2022-03-22,18:20,18:22,20:27,20:28,1820,1822,2027,2028
2022-03-23,18:20,18:29,20:27,20:44,1820,1829,2027,2044
2022-03-24,18:20,18:20,20:27,20:39,1820,1820,2027,2039
2022-03-25,18:20,18:20,20:27,20:28,1820,1820,2027,2028
2022-03-28,18:20,18:19,20:27,20:28,1820,1819,2027,2028
2022-03-29,18:20,18:19,20:27,20:47,1820,1819,2027,2047
2022-03-30,18:20,18:20,20:27,20:32,1820,1820,2027,2032
2022-03-31,18:20,18:19,20:27,20:33,1820,1819,2027,2033
2022-04-04,18:20,18:19,20:27,20:27,1820,1819,2027,2027
2022-04-05,18:20,18:20,20:27,20:30,1820,1820,2027,2030
2022-04-06,18:20,18:19,20:27,20:32,1820,1819,2027,2032
2022-04-07,18:20,18:20,20:27,20:37,1820,1820,2027,2037
2022-04-08,18:20,18:20,20:27,20:29,1820,1820,2027,2029
2022-04-12,18:20,18:19,20:27,20:28,1820,1819,2027,2028
2022-04-13,18:20,18:20,20:27,20:34,1820,1820,2027,2034
2022-04-14,18:20,18:20,20:27,20:39,1820,1820,2027,2039
2022-04-19,18:20,18:20,20:27,20:44,1820,1820,2027,2044
2022-04-20,18:20,18:19,20:27,20:45,1820,1819,2027,2045
2022-04-21,18:20,18:59,20:27,21:10,1820,1859,2027,2110
2022-04-22,18:20,18:19,20:27,20:29,1820,1819,2027,2029
2022-04-25,18:20,18:19,20:27,20:29,1820,1819,2027,2029
2022-04-26,18:20,18:19,20:27,20:30,1820,1819,2027,2030
2022-04-27,18:20,18:19,20:27,20:36,1820,1819,2027,2036
2022-04-29,18:20,18:22,20:27,20:29,1820,1822,2027,2029
2022-01-10,18:21,18:21,21:06,21:05,1821,1821,2106,2105
2021-12-27,18:28,18:28,20:52,21:02,1828,1828,2052,2102
2022-01-03,18:30,18:29,20:52,20:55,1830,1829,2052,2055
2022-01-04,18:31,18:30,21:06,21:05,1831,1830,2106,2105
2022-01-05,18:31,18:30,21:06,21:06,1831,1830,2106,2106
2022-01-06,18:31,18:40,21:06,21:07,1831,1840,2106,2107
2022-01-07,18:31,18:32,21:06,21:07,1831,1832,2106,2107
2022-01-11,18:31,18:31,21:06,21:06,1831,1831,2106,2106
2022-01-12,18:31,18:30,21:06,21:05,1831,1830,2106,2105
2021-09-01,18:34,18:33,20:52,20:54,1834,1833,2052,2054
2021-09-02,18:34,18:38,20:52,21:12,1834,1838,2052,2112
2021-09-03,18:34,18:33,20:52,21:13,1834,1833,2052,2113
2021-09-06,18:34,18:33,20:52,21:13,1834,1833,2052,2113
2021-09-07,18:34,18:33,20:52,21:11,1834,1833,2052,2111
2021-09-08,18:34,18:33,20:52,20:54,1834,1833,2052,2054
2021-09-09,18:34,18:33,20:52,20:56,1834,1833,2052,2056
2021-09-10,18:34,18:34,20:52,20:56,1834,1834,2052,2056
2021-09-13,18:34,18:34,20:52,20:53,1834,1834,2052,2053
2021-09-14,18:34,18:33,20:52,20:53,1834,1833,2052,2053
2021-09-15,18:34,18:34,20:52,21:03,1834,1834,2052,2103
2021-09-16,18:34,18:33,20:52,20:54,1834,1833,2052,2054
2021-09-17,18:34,18:33,20:52,20:55,1834,1833,2052,2055
2021-09-21,18:34,18:33,20:52,20:53,1834,1833,2052,2053
2021-09-22,18:34,18:33,20:52,20:53,1834,1833,2052,2053
2021-09-23,18:34,18:34,20:52,20:53,1834,1834,2052,2053
2021-09-24,18:34,18:33,20:52,20:54,1834,1833,2052,2054
2021-09-27,18:34,18:33,20:52,20:56,1834,1833,2052,2056
2021-09-28,18:34,18:35,20:52,20:56,1834,1835,2052,2056
2021-09-29,18:34,18:33,20:52,20:55,1834,1833,2052,2055
2021-09-30,18:34,18:33,20:52,20:52,1834,1833,2052,2052
2021-10-01,18:34,18:33,20:52,20:50,1834,1833,2052,2050
2021-10-04,18:34,18:34,20:52,20:53,1834,1834,2052,2053
2021-10-05,18:34,18:33,20:52,21:06,1834,1833,2052,2106
2021-10-06,18:34,18:33,20:52,21:02,1834,1833,2052,2102
2021-10-07,18:34,18:35,20:52,21:39,1834,1835,2052,2139
2021-10-08,18:34,18:33,20:52,20:59,1834,1833,2052,2059
2021-10-11,18:34,18:34,20:52,20:58,1834,1834,2052,2058
2021-10-12,18:34,18:34,20:52,20:54,1834,1834,2052,2054
2021-10-13,18:34,18:34,20:52,20:53,1834,1834,2052,2053
2021-10-14,18:34,18:34,20:52,20:51,1834,1834,2052,2051
2021-10-15,18:34,18:33,20:52,20:51,1834,1833,2052,2051
2021-10-18,18:34,18:34,20:52,20:58,1834,1834,2052,2058
2021-10-19,18:34,18:33,20:52,20:54,1834,1833,2052,2054
2021-10-20,18:34,18:33,20:52,21:10,1834,1833,2052,2110
2021-10-21,18:34,18:34,20:52,20:57,1834,1834,2052,2057
2021-10-22,18:34,18:33,20:52,20:54,1834,1833,2052,2054
2021-10-25,18:34,18:33,20:52,20:55,1834,1833,2052,2055
2021-10-26,18:34,18:33,20:52,20:53,1834,1833,2052,2053
2021-10-27,18:34,18:34,20:52,20:54,1834,1834,2052,2054
2021-10-28,18:34,18:34,20:52,21:31,1834,1834,2052,2131
2021-10-29,18:34,18:33,20:52,21:17,1834,1833,2052,2117
2021-11-01,18:34,18:34,20:52,20:55,1834,1834,2052,2055
2021-11-02,18:34,18:33,20:52,20:54,1834,1833,2052,2054
2021-11-03,18:34,18:33,20:52,20:53,1834,1833,2052,2053
2021-11-04,18:34,18:33,20:52,20:53,1834,1833,2052,2053
2021-11-05,18:34,18:33,20:52,21:01,1834,1833,2052,2101
2021-11-08,18:34,18:33,20:52,20:53,1834,1833,2052,2053
2021-11-09,18:34,18:33,20:52,20:55,1834,1833,2052,2055
2021-11-10,18:34,19:08,20:52,21:40,1834,1908,2052,2140
2021-11-12,18:34,18:33,20:52,20:53,1834,1833,2052,2053
2021-11-15,18:34,18:33,20:52,20:59,1834,1833,2052,2059
2021-11-16,18:34,18:33,20:52,21:01,1834,1833,2052,2101
2021-11-17,18:34,18:33,20:52,20:53,1834,1833,2052,2053
2021-11-18,18:34,18:33,20:52,20:54,1834,1833,2052,2054
2021-11-19,18:34,18:33,20:52,20:55,1834,1833,2052,2055
2021-11-22,18:34,18:33,20:52,21:15,1834,1833,2052,2115
2021-11-23,18:34,18:34,20:52,21:01,1834,1834,2052,2101
2021-11-24,18:34,18:33,20:52,20:59,1834,1833,2052,2059
2021-11-25,18:34,18:33,20:52,20:55,1834,1833,2052,2055
2021-11-29,18:34,18:33,20:52,21:06,1834,1833,2052,2106
2021-11-30,18:34,18:48,20:52,22:43,1834,1848,2052,2243
2021-12-02,18:34,18:34,20:52,21:06,1834,1834,2052,2106
2021-12-03,18:34,18:34,20:52,20:56,1834,1834,2052,2056
2021-12-06,18:34,18:33,20:52,20:55,1834,1833,2052,2055
2021-12-07,18:34,18:33,20:52,20:56,1834,1833,2052,2056
2021-12-08,18:34,18:34,20:52,20:57,1834,1834,2052,2057
2021-12-09,18:34,18:33,20:52,20:55,1834,1833,2052,2055
2021-12-10,18:34,18:33,20:52,21:06,1834,1833,2052,2106
2021-12-13,18:34,18:36,20:52,20:58,1834,1836,2052,2058
2021-12-14,18:34,18:44,20:52,21:17,1834,1844,2052,2117
2021-12-15,18:34,18:36,20:52,20:54,1834,1836,2052,2054
2021-12-16,18:34,18:33,20:52,21:08,1834,1833,2052,2108
2021-12-17,18:34,18:34,20:52,21:05,1834,1834,2052,2105
2021-12-20,18:34,18:35,20:52,20:54,1834,1835,2052,2054
2021-12-21,18:34,18:35,20:52,20:56,1834,1835,2052,2056
2021-12-22,18:34,18:34,20:52,21:07,1834,1834,2052,2107
2021-12-23,18:34,18:33,20:52,20:56,1834,1833,2052,2056
2021-12-24,18:34,18:33,20:52,20:59,1834,1833,2052,2059
2021-12-28,18:34,18:35,20:52,20:52,1834,1835,2052,2052
2021-12-29,18:34,18:33,20:52,20:53,1834,1833,2052,2053
2021-12-30,18:34,18:33,20:52,20:52,1834,1833,2052,2052
2022-01-13,18:34,18:35,20:52,20:53,1834,1835,2052,2053
2022-01-14,18:34,18:35,20:52,20:59,1834,1835,2052,2059
2022-02-14,18:34,18:33,20:52,20:52,1834,1833,2052,2052
2022-02-15,18:34,18:33,20:52,20:55,1834,1833,2052,2055
2022-02-16,18:34,18:34,20:52,21:00,1834,1834,2052,2100
2022-02-21,18:34,18:33,20:52,20:54,1834,1833,2052,2054
2022-02-22,18:34,18:34,20:52,20:53,1834,1834,2052,2053
2022-02-23,18:34,18:34,20:52,20:56,1834,1834,2052,2056
2022-02-24,18:34,18:39,20:52,20:56,1834,1839,2052,2056
2022-02-25,18:34,18:34,20:52,21:16,1834,1834,2052,2116
2022-02-28,18:34,18:33,20:52,20:53,1834,1833,2052,2053
2022-03-01,18:34,18:33,20:52,20:57,1834,1833,2052,2057
2022-03-02,18:34,18:34,20:52,20:58,1834,1834,2052,2058
2022-03-03,18:34,18:34,20:52,20:55,1834,1834,2052,2055
2022-03-04,18:34,18:34,20:52,20:53,1834,1834,2052,2053
2022-03-07,18:34,18:33,20:52,20:58,1834,1833,2052,2058
2022-03-08,18:34,18:33,20:52,20:53,1834,1833,2052,2053
2022-03-09,18:34,18:34,20:52,20:58,1834,1834,2052,2058
2022-03-10,18:34,18:36,20:52,20:52,1834,1836,2052,2052
2022-03-11,18:34,18:33,20:52,20:53,1834,1833,2052,2053
2022-03-14,18:34,18:33,20:52,20:53,1834,1833,2052,2053
2022-03-15,18:34,18:33,20:52,20:53,1834,1833,2052,2053
2022-03-16,18:34,18:33,20:52,20:54,1834,1833,2052,2054
2022-03-17,18:34,18:33,20:52,21:34,1834,1833,2052,2134
2022-03-18,18:34,18:34,20:52,21:03,1834,1834,2052,2103
2022-03-21,18:34,18:36,20:52,20:52,1834,1836,2052,2052
2022-03-22,18:34,18:34,20:52,20:54,1834,1834,2052,2054
2022-03-23,18:34,18:33,20:52,20:57,1834,1833,2052,2057
2022-03-24,18:34,18:34,20:52,21:01,1834,1834,2052,2101
2022-03-28,18:34,18:33,20:52,20:54,1834,1833,2052,2054
2022-03-29,18:34,18:34,20:52,21:14,1834,1834,2052,2114
2022-03-30,18:34,18:36,20:52,20:56,1834,1836,2052,2056
2022-03-31,18:34,18:33,20:52,20:53,1834,1833,2052,2053
2022-04-01,18:34,18:38,20:52,22:09,1834,1838,2052,2209
2022-04-04,18:34,18:33,20:52,20:56,1834,1833,2052,2056
2022-04-05,18:34,18:34,20:52,21:01,1834,1834,2052,2101
2022-04-06,18:34,18:33,20:52,20:57,1834,1833,2052,2057
2022-04-07,18:34,18:33,20:52,21:05,1834,1833,2052,2105
2022-04-08,18:34,18:34,20:52,20:56,1834,1834,2052,2056
2022-04-11,18:34,18:33,20:52,20:57,1834,1833,2052,2057
2022-04-12,18:34,18:34,20:52,21:07,1834,1834,2052,2107
2022-04-13,18:34,18:34,20:52,20:56,1834,1834,2052,2056
2022-04-14,18:34,18:35,20:52,20:56,1834,1835,2052,2056
2022-04-19,18:34,18:34,20:52,21:03,1834,1834,2052,2103
2022-04-20,18:34,18:34,20:52,20:53,1834,1834,2052,2053
2022-04-21,18:34,18:53,20:52,21:25,1834,1853,2052,2125
2022-04-22,18:34,18:33,20:52,21:00,1834,1833,2052,2100
2022-04-25,18:34,18:33,20:52,20:54,1834,1833,2052,2054
2022-04-26,18:34,18:35,20:52,20:50,1834,1835,2052,2050
2022-04-27,18:34,18:34,20:52,20:57,1834,1834,2052,2057
2022-04-29,18:34,18:39,20:52,20:58,1834,1839,2052,2058
2022-01-17,18:34,18:34,21:06,21:04,1834,1834,2106,2104
2022-01-18,18:34,18:34,21:06,21:07,1834,1834,2106,2107
2022-01-19,18:34,18:33,21:06,21:04,1834,1833,2106,2104
2022-01-20,18:34,18:34,21:06,21:05,1834,1834,2106,2105
2022-01-21,18:34,18:33,21:06,21:04,1834,1833,2106,2104
2022-01-24,18:34,18:34,21:06,21:10,1834,1834,2106,2110
2022-01-25,18:34,18:33,21:06,21:06,1834,1833,2106,2106
2022-01-26,18:34,18:33,21:06,21:07,1834,1833,2106,2107
2022-01-27,18:34,18:34,21:06,21:07,1834,1834,2106,2107
2022-01-28,18:34,18:34,21:06,21:04,1834,1834,2106,2104
2022-01-31,18:34,18:33,21:06,21:04,1834,1833,2106,2104
2022-02-02,18:34,18:35,21:06,21:04,1834,1835,2106,2104
2022-02-03,18:34,18:33,21:06,21:04,1834,1833,2106,2104
2022-02-04,18:34,18:33,21:06,21:04,1834,1833,2106,2104
2022-02-07,18:34,18:33,21:06,21:06,1834,1833,2106,2106
2022-02-08,18:34,18:33,21:06,21:05,1834,1833,2106,2105
2022-02-09,18:34,18:33,21:06,21:06,1834,1833,2106,2106
2022-02-10,18:34,18:33,21:06,21:04,1834,1833,2106,2104
2022-02-11,18:34,18:33,21:06,21:06,1834,1833,2106,2106
2021-09-01,18:57,18:57,21:06,21:04,1857,1857,2106,2104
2021-09-02,18:57,19:17,21:06,21:36,1857,1917,2106,2136
2021-09-03,18:57,18:56,21:06,21:08,1857,1856,2106,2108
